title,abstract,cleaned_abstract
The prevalence of vitamin D deficiency and its association to modifiable risk factors of cardiovascular disease among apparently healthy adults in Central Kerala.,"Cardiovascular diseases remain one of the leading causes of mortality globally with 80% occurring in developing countries. The known modifiable cardiovascular risk factors are Hypertension, Diabetes, Obesity, Hyperlipidaemia, Smoking, and Sedentary lifestyles. The prevalence of these risk factors is highest in Kerala (hypertension 30% and diabetes 14.8%). Globally India has the highest prevalence of cardiovascular disease especially in Kerala. The prevalence of vitamin D deficiency nationally is about 70-100% in some studies but shows contradictory results in various populations in Kerala (children 11% and 89% in perimenopause women). No Known study was done among apparently healthy adults in Kerala. Hence understanding its prevalence and its association if any to the cardiovascular risk factors may help to decrease the prevalence of cardiovascular disease. Subjects were taken from those who attended the health check-up at a tertiary hospital. Blood parameters like FBS, Triglyceride, High-Density Lipoprotein (HDL), and Serum Vitamin D were analyzed along with Blood pressure and waist circumference. Frequency and Chi-squared test was done to look for prevalence and association of the various cardiovascular risk factors and vitamin D prevalence using IBM SPSS version 20.0 software. It was found that Hypertension was highly prevalent (75%) among the cardiovascular risk factors. The prevalence of deficient and insufficient Vitamin D was 86.9% and it was significantly associated with Hypertension (<i>p</i> = <.001), Diabetes (<i>p</i> = <.001), High Triglycerides (<i>p</i> = <.001), and Low (at risk) High-density Lipoprotein (<i>p</i> = <.001) but not to obesity (<i>P</i> = 1.00). High prevalence of deficient and insufficient Vitamin D levels. And this was associated with all the risk factors except obesity. Additional information on low-density lipoprotein, Total Cholesterol, and HbA1c values would be strengthened. Further studies with supplementation preferably done in the community would help to confirm this association.",cardiovascular disease remain lead cause mortality globally occur develop country know modifiable cardiovascular risk factor hypertension diabetes obesity hyperlipidaemia smoking sedentary lifestyle prevalence risk factor high kerala hypertension diabete globally india high prevalence cardiovascular disease especially kerala prevalence vitamin d deficiency nationally study show contradictory result population kerala child perimenopause woman known study apparently healthy adult kerala understand prevalence association cardiovascular risk factor help decrease prevalence cardiovascular disease subject take attend health check tertiary hospital blood parameter like fbs triglyceride high density lipoprotein hdl serum vitamin d analyze blood pressure waist circumference frequency chi square test look prevalence association cardiovascular risk factor vitamin d prevalence ibm spss version software find hypertension highly prevalent cardiovascular risk factor prevalence deficient insufficient vitamin d significantly associate hypertension diabete high triglyceride low risk high density lipoprotein obesity high prevalence deficient insufficient vitamin d level associate risk factor obesity additional information low density lipoprotein total cholesterol value strengthen study supplementation preferably community help confirm association
"The relationship between hypertension, anemia, and BMI in women of reproductive age: evidence from a nationwide health study.","Hypertension, anemia, and malnutrition are significant global health challenges. While prior studies have primarily focused on the prevalence of these conditions in Nepal, no research has investigated the interrelationship among them. Therefore, this study aimed to investigate the association of hypertension with anemia, blood hemoglobin levels, and body mass index (BMI) among women of reproductive age. Using multilevel logistic regression models, we analyzed nationally representative data from the 2022 Nepal Demographic and Health Survey (NDHS). A total of 4,133 eligible women aged 15-49 were included in this study. Hypertension (systolic pressure ≥ 140 mmHg or diastolic pressure ≥ 90 mmHg), anemia (blood hemoglobin < 12 g/dl), and BMI categories were defined according to the World Health Organization (WHO) guideline. Student's t-test, Pearson's Chi-square, and linear regression analysis were performed in the analysis. The mean age of the participants was 29.78 ± 9.61 years. The prevalence of hypertension was significantly higher in women without anemia than those with anemia (9.0% vs. 5.4%, p < 0.001). An inverse association was observed between hypertension and anemia (OR, 0.73; 95% CI: 0.55-0.96; p < 0.01). Increased hemoglobin levels (systolic: β, 1.24; 95% CI: 0.14-1.46; diastolic: β = 1.57, 95% CI: 1.38-1.71) and BMI (systolic: β = 0.89, 95% CI: 0.80-0.99; diastolic: β = 0.84, 95% CI: 0.68-0.92) were positively correlated with hypertension. Smoking, overweight, obesity, and increased mid-upper arm circumference (MUAC) were found to increase the risk of hypertension. This study demonstrates a positive association between hypertension and BMI, while anemia was linked to a lower risk of hypertension. The findings suggest that higher hemoglobin levels may serve as an independent risk factor for hypertension. Therefore, regular screening of hemoglobin levels and BMI, along with interventions addressing dietary and lifestyle factors is recommended to mitigate the risk of hypertension.",hypertension anemia malnutrition significant global health challenge prior study primarily focus prevalence condition nepal research investigate interrelationship study aim investigate association hypertension anemia blood hemoglobin level body mass index bmi woman reproductive age multilevel logistic regression model analyze nationally representative datum nepal demographic health survey ndhs total eligible woman age include study hypertension systolic pressure mmhg diastolic pressure mmhg anemia blood hemoglobin g dl bmi category define accord world health organization guideline student t test pearson chi square linear regression analysis perform analysis mean age participant year prevalence hypertension significantly high woman anemia anemia p inverse association observe hypertension anemia ci p increase hemoglobin level systolic β ci diastolic β ci bmi systolic β ci diastolic β ci positively correlate hypertension smoking overweight obesity increase mid upper arm circumference muac find increase risk hypertension study demonstrate positive association hypertension bmi anemia link low risk hypertension finding suggest high hemoglobin level serve independent risk factor hypertension regular screening hemoglobin level bmi intervention address dietary lifestyle factor recommend mitigate risk hypertension
Lean diabetes is one end of the spectrum of type 2 diabetes and not a separate entity.,"Lean diabetes mellitus is non-type 1 diabetes with BMI < 18.5 kg/m<sup>2</sup> and is now proposed to be a unique form of diabetes. We report on prevalence, clinical and microvascular complication profile in lean diabetes to see whether it stands out as a distinct entity or is a continuum of type 2 diabetes (T2D). Using electronic records of a tertiary care diabetes centre in South India, individuals with T2D(n = 398,258) were classified using BMI, as lean(<18.5 kg/m<sup>2</sup>), normal weight(18.5-22.9 kg/m<sup>2</sup>),overweight(23.0-24.9 kg/m<sup>2</sup>),mildly obese(25.0-29.9 kg/m<sup>2</sup>), and markedly obese(≥30.0 kg/m<sup>2</sup>) T2D. Clinical and biochemical features as well as frequency of microvascular complications of lean diabetes were compared with other T2D groups. The prevalence of lean diabetes was 1.5 %(n = 5865). Lean diabetes were younger with male preponderance, had higher fasting, postprandial plasma glucose, HbA1c levels, lower C-peptide and serum cholesterol compared to normal weight, overweight and obese T2D. Lean T2D had higher prevalence of retinopathy (42%), nephropathy (39 %), and neuropathy (73 %) compared to other groups(p < 0.001). Additionally, lean T2D were more likely to be treated with insulin (55.6 %, p < 0.001) compared with other groups. Lean diabetes is one end of the spectrum of T2D and is characterized by an earlier age of onset, more severe insulin deficiency and increased risk of microvascular complications.",lean diabete mellitus non type diabete bmi kg m propose unique form diabetes report prevalence clinical microvascular complication profile lean diabete stand distinct entity continuum type diabetes electronic record tertiary care diabete centre south india individual classify bmi kg m normal kg m kg m kg m markedly kg m clinical biochemical feature frequency microvascular complication lean diabete compare group prevalence lean diabetes n lean diabete young male preponderance high fasting postprandial plasma glucose level low c peptide serum cholesterol compare normal weight overweight obese lean high prevalence retinopathy nephropathy neuropathy compare additionally lean likely treat insulin p compare group lean diabetes end spectrum characterize early age onset severe insulin deficiency increase risk microvascular complication
Predictors of gestational weight gain in western India: Findings from a longitudinal study across rural and urban cohorts.,"Gestational weight gain-GWG is an important predictor of neonatal growth. However, there is dearth of literature from rural and urban India depicting longitudinal patterns and determinants of GWG. To address this gap, our objectives were to study longitudinal patterns and predictors of GWG in pregnant women residing in rural and urban areas in and around Pune city, Maharashtra, India and to compare them with pre-existing guidelines provided by IOM, 2009. This study enrolled 268(134-rural and 134-urban) healthy singleton pregnant women attending antenatal care centers in and around Pune, India between August 2020-September 2023. Participants were measured for anthropometry and interviewed for socioeconomic status, diet, physical activity, sleep quality, and prenatal distress once in each trimester. Pre-gestational weight status was calculated using WHO, Asian-Pacific, and South Asian BMI cut-points. GWG was estimated using IOM, 2009 guidelines. The observed mean GWG was 10.9 ± 4.2 kg(rural:9.9 ± 3.7, urban:11.9 ± 4.5). 61.2% of rural and 30% of urban underweight pregnant women did not gain adequate weight. 11.8% of rural and 57.3% of urban pregnant women with overweight or obese BMI exceeded recommended guideliness. Key predictors of inadequate GWG in second and third trimesters were low socio-economic status, parity, underweight pre-gestational BMI, prenatal distress, and poor sleep. The primary predictor of excessive GWG was overweight or obese pre-gestational BMI. These findings were consistent across all BMI classifications. Our findings indicate that urban underweight pregnant women gained significantly higher weight. There was health disparity between rural and urban pregnant women that needs to be addressed to improve health of pregnant women. We have identified important modifiable factors such as dietary intake, physical activity, etc. to ensure optimal GWG which can inform public health policies. Further research is needed to assess whether context-specific GWG recommendations would be beneficial as our study is based on single geographical location and timeframe.",gestational weight gain gwg important predictor neonatal growth dearth literature rural urban india depict longitudinal pattern determinant gwg address gap objective study longitudinal pattern predictor gwg pregnant woman reside rural urban area pune city maharashtra india compare pre exist guideline provide iom study enrol rural urban healthy singleton pregnant woman attend antenatal care center pune india august september participant measure anthropometry interview socioeconomic status diet physical activity sleep quality prenatal distress trimester pre gestational weight status calculate asian pacific south asian bmi cut point gwg estimate iom guideline observed mean gwg rural urban underweight pregnant woman gain adequate weight rural urban pregnant woman overweight obese bmi exceed recommend guideliness key predictor inadequate gwg second trimester low socio economic status parity underweight pre gestational bmi prenatal distress poor sleep primary predictor excessive gwg overweight obese pre gestational bmi finding consistent bmi classification finding indicate urban underweight pregnant woman gain significantly high weight health disparity rural urban pregnant woman need address improve health pregnant woman identify important modifiable factor dietary intake physical activity etc ensure optimal gwg inform public health policy research need assess context specific gwg recommendation beneficial study base single geographical location timeframe
Association between dynapenic abdominal obesity and mild cognitive impairment among middle-aged and older community-dwelling adults.,"Dynapenic abdominal obesity (DAO) may potentially increase risk for mild cognitive impairment (MCI), but data is scarce, and community-based studies are lacking. Thus, we aimed to investigate the association between DAO and MCI in a large nationally representative community-based sample from six LMICs (China, Ghana, India, Mexico, Russia, South Africa). We analyzed cross-sectional data from the Study on Global Ageing and Adult Health. Dynapenia was defined as handgrip strength of < 26 kg for men and < 16 kg for women. Abdominal obesity was defined as waist circumference of > 88 cm for women and > 102 cm for men. DAO was defined as having both dynapenia and abdominal obesity. The National Institute on Ageing-Alzheimer's Association criteria were used to define MCI. Multivariable logistic regression was performed. Data on 32,715 individuals aged ≥ 50 years were analyzed [mean (SD) age 62.1 (15.6) years; 48.3% males]. Among those aged 50-64 years, dynapenia alone and DAO were significantly associated with MCI with the OR for DAO (OR = 1.79; 95%CI = 1.26-2.56) being higher than that of dynapenia alone (OR = 1.40; 95%CI = 1.15-1.71). In those aged ≥ 65 years, only dynapenia alone (OR = 1.53; 95%CI = 1.23-1.89) was significantly associated with MCI but not DAO. Abdominal obesity alone was not significantly associated with MCI in both age groups. Among community-dwellers in six LMICs, DAO was significantly associated with MCI among middle-aged individuals, but not among older people. However, it is important to note that the study was cross-sectional in nature, and thus, it is not known whether DAO leads to MCI or vice versa. Therefore, future longitudinal studies are necessary to clarify temporal associations and possible causality.",dynapenic abdominal obesity dao potentially increase risk mild cognitive impairment mci datum scarce community base study lack aim investigate association dao mci large nationally representative community base sample lmic china ghana india mexico russia south africa analyze cross sectional datum study global ageing adult health dynapenia define handgrip strength kg man kg woman abdominal obesity define waist circumference cm woman cm man dao define have dynapenia abdominal obesity national institute age alzheimer association criterion define mci multivariable logistic regression perform datum individual age year analyze mean sd age year male age year dynapenia dao significantly associate mci dao high dynapenia age year dynapenia significantly associate mci dao abdominal obesity significantly associate mci age group community dweller lmic dao significantly associate mci middle aged individual old people important note study cross sectional nature know dao lead mci vice versa future longitudinal study necessary clarify temporal association possible causality
Cardiovascular Disease (CVD) Risk Assessment Among University Employees in India and Its Implications on Planning Worksite CVD Prevention and Health Promotion Interventions.,"University employees worldwide have a relatively higher prevalence of cardiovascular disease (CVD) risk factors. However, in the Indian context, most University employees are not regularly screened for CVD risk factors. Against this background, a cross-sectional study was conducted to determine the prevalence of hypertension and CVD risk factors among Punyashlok Ahilyadevi Holkar Solapur University employees in India. This cross-sectional study included the university's teaching, administrative, and support staff (n=126). Data on physiological, anthropometric, worksite, and sociodemographic variables were collected using the WHO Stepwise approach to noncommunicable disease (NCD) risk factor surveillance (STEPS) questionnaire. The chi-square/Fisher's exact test was used to test the association of employees' sociodemographics, work-related addictions, diet intake, exercise, and health-related characteristics with CVD risk. The univariate and multivariable logistic regression analysis assessed the factors associated with CVD risk. The prevalence of hypertension was found to be 42%. There was a clustering of NCD risk factors (≥ 3 risk factors) in 88% (n=111) of employees. Overweight and obesity were the most prominent risk factors identified in 64% (n=81) of the employees, followed by family history of CVDs (62%, n=78), unhealthy dietary habits (61%, n=77), abdominal obesity (45%, n=57), and raised blood pressure (42%, n=53). Further, men's gender, age of more than 40 years, family structure, consumption of alcohol, smoking, higher monthly income, and academic and regular employment were the risk factors significantly associated with future CVD development risk. University employees are prone to developing CVDs, and urgent attention is needed to develop worksite CVD prevention and health promotion interventions.",university employee worldwide relatively high prevalence cardiovascular disease cvd risk factor indian context university employee regularly screen cvd risk factor background cross sectional study conduct determine prevalence hypertension cvd risk factor punyashlok ahilyadevi holkar solapur university employee india cross sectional study include university teaching administrative support staff datum physiological anthropometric worksite sociodemographic variable collect stepwise approach noncommunicable disease ncd risk factor surveillance step questionnaire chi square fisher exact test test association employee sociodemographic work relate addiction diet intake exercise health relate characteristic cvd risk univariate multivariable logistic regression analysis assess factor associate cvd risk prevalence hypertension find clustering ncd risk factor risk factor employee overweight obesity prominent risk factor identify employee follow family history cvds unhealthy dietary habit abdominal obesity raise blood pressure man gender age year family structure consumption alcohol smoking high monthly income academic regular employment risk factor significantly associate future cvd development risk university employee prone develop cvds urgent attention need develop worksite cvd prevention health promotion intervention
Spousal Concordance in Overweight and Obesity among Indian Couples: A Nationwide Analysis of Socioeconomic and Dietary Determinants.,"This study examines the level and determinants of spousal concordance in overweight/obesity among married couples in India. The rising prevalence of overweight/obesity is a growing public health concern globally. While spousal concordance in obesity is recognized in developed countries, less is known about this phenomenon in low- and middle-income countries. Understanding the shared risk factors within couples is crucial for effective intervention. We analyzed data from 52,737 married couples using the nationally representative National Family Health Survey (NFHS)-5 (2019-2021). This study used the Asian body mass index (BMI) (in kg/m<sup>2</sup>) cutoff for overweight/obesity (≥23.0) concordance. Descriptive statistics were used to assess sociodemographic characteristics. The log-binomial regression model was used to estimate the adjusted risk ratio (ARR) of spousal concordance in overweight/obesity. Overall, 27.4% of couples exhibited concordance for overweight or obesity. Concordance was more prevalent among couples belonging to the richest wealth quintile (47.6%), residing in urban areas (38.4%), living in nuclear families (28.9%), sharing similar age (28.8%) or higher (28.9%), or having similar education levels (31.4%). Higher concordance was also associated with couples not engaged in paid work (33.9%) and those who frequently used media (newspapers: 39.6%, television: 32.8%) or consumed nonvegetarian foods weekly-eggs (30.7%), chicken (29.9%). Geographically, the highest concordance was observed in the southern (37.2%) and northern (33.5%) regions, with Kerala, Jammu and Kashmir, Manipur, Delhi, Goa, Tamil Nadu, and Punjab reporting the highest state-level prevalence (≥42%). Multivariable analysis showed significantly increased risk of spousal overweight/obesity concordance among couples in the richest wealth quintile (ARR = 4.311; 95% CI: 3.757, 4.947), urban areas (ARR = 1.085; 95% CI: 1.016, 1.159), other religious groups (ARR = 1.185; 95% CI: 1.089, 1.291). Regular consumption of eggs (14%), fish (25%), chicken (9%), fried foods (6%), and alcohol (98%) were also linked to higher concordance. Spousal concordance in overweight/obesity is strongly influenced by shared socioeconomic status, lifestyle behaviors, and dietary patterns. Couples in urban, affluent, media-exposed, and nonvegetarian households are particularly at risk. Public health strategies should prioritize couple-based interventions, especially among high-risk subgroups, to curb the dual burden of overweight/obesity and associated chronic diseases.",study examine level determinant spousal concordance overweight obesity married couple india rise prevalence overweight obesity grow public health concern globally spousal concordance obesity recognize develop country know phenomenon middle income country understand share risk factor couple crucial effective intervention analyze datum married couple nationally representative national family health survey study asian body mass index bmi kg m cutoff overweight obesity concordance descriptive statistic assess sociodemographic characteristic log binomial regression model estimate adjusted risk ratio arr spousal concordance overweight obesity overall couple exhibit concordance overweight obesity concordance prevalent couple belong rich wealth quintile reside urban area live nuclear family share similar age high have similar education level high concordance associate couple engage pay work frequently medium newspaper television consume nonvegetarian food weekly egg chicken geographically high concordance observe southern northern region kerala jammu kashmir manipur delhi goa tamil nadu punjab report high state level prevalence multivariable analysis show significantly increase risk spousal overweight obesity concordance couple rich wealth quintile arr ci urban area arr ci religious group arr ci regular consumption egg fish chicken fried food alcohol link high concordance spousal concordance overweight obesity strongly influence share socioeconomic status lifestyle behavior dietary pattern couple urban affluent media expose nonvegetarian household particularly risk public health strategy prioritize couple base intervention especially high risk subgroup curb dual burden overweight obesity associated chronic disease
Laparoscopic sleeve gastrectomy and nutritional deficiency: A comprehensive longitudinal analysis.,"Laparoscopic sleeve gastrectomy (LSG) represents a cornerstone in the surgical management of morbid obesity. While the procedure effectively reduces weight and improves obesity-related comorbidities, the anatomical alterations inherent to LSG can lead to significant nutritional challenges. These modifications in gastrointestinal physiology may result in various micronutrient deficiencies, particularly affecting iron, Vitamin B12 and folate status. We conducted a prospective cohort study of 70 patients undergoing LSG at our tertiary care centre. Participants underwent comprehensive nutritional assessment at baseline and regular intervals postoperatively (6, 12 and 24 months). We measured serum levels of key micronutrients, including iron, Vitamin B12 and folate, while simultaneously tracking supplement adherence. Statistical analysis incorporated both univariate and multivariate approaches to identify patterns and risk factors for nutritional deficiencies. Our analysis revealed distinct gender-specific patterns in nutritional deficiencies. Female patients demonstrated significantly higher rates of iron deficiency throughout the study period, with prevalence rates of 58%, 50% and 36% at 6, 12 and 24 months, respectively. Vitamin B12 deficiency showed a progressive increase in both genders, while supplement adherence declined markedly from 96% at 6 months to 42% at 24 months. Multivariate analysis identified female gender, younger age and poor supplement adherence as significant risk factors for nutritional deficiencies. Post-LSG nutritional deficiencies present a significant clinical challenge, particularly for female patients. Our findings emphasise the critical importance of long-term nutritional monitoring and the need for targeted supplementation and adherence-enhancing intervention strategies to improve supplement adherence.",laparoscopic sleeve gastrectomy lsg represent cornerstone surgical management morbid obesity procedure effectively reduce weight improve obesity relate comorbiditie anatomical alteration inherent lsg lead significant nutritional challenge modification gastrointestinal physiology result micronutrient deficiency particularly affect iron vitamin folate status conduct prospective cohort study patient undergo lsg tertiary care centre participant undergo comprehensive nutritional assessment baseline regular interval postoperatively month measure serum level key micronutrient include iron vitamin folate simultaneously track supplement adherence statistical analysis incorporate univariate multivariate approach identify pattern risk factor nutritional deficiency analysis reveal distinct gender specific pattern nutritional deficiency female patient demonstrate significantly high rate iron deficiency study period prevalence rate month respectively vitamin deficiency show progressive increase gender supplement adherence decline markedly month month multivariate analysis identify female gender young age poor supplement adherence significant risk factor nutritional deficiency post lsg nutritional deficiency present significant clinical challenge particularly female patient finding emphasise critical importance long term nutritional monitoring need target supplementation adherence enhance intervention strategy improve supplement adherence
Polygenic prediction of body mass index and obesity through the life course and across ancestries.,"Polygenic scores (PGSs) for body mass index (BMI) may guide early prevention and targeted treatment of obesity. Using genetic data from up to 5.1 million people (4.6% African ancestry, 14.4% American ancestry, 8.4% East Asian ancestry, 71.1% European ancestry and 1.5% South Asian ancestry) from the GIANT consortium and 23andMe, Inc., we developed ancestry-specific and multi-ancestry PGSs. The multi-ancestry score explained 17.6% of BMI variation among UK Biobank participants of European ancestry. For other populations, this ranged from 16% in East Asian-Americans to 2.2% in rural Ugandans. In the ALSPAC study, children with higher PGSs showed accelerated BMI gain from age 2.5 years to adolescence, with earlier adiposity rebound. Adding the PGS to predictors available at birth nearly doubled explained variance for BMI from age 5 onward (for example, from 11% to 21% at age 8). Up to age 5, adding the PGS to early-life BMI improved prediction of BMI at age 18 (for example, from 22% to 35% at age 5). Higher PGSs were associated with greater adult weight gain. In intensive lifestyle intervention trials, individuals with higher PGSs lost modestly more weight in the first year (0.55 kg per s.d.) but were more likely to regain it. Overall, these data show that PGSs have the potential to improve obesity prediction, particularly when implemented early in life.",polygenic score pgss body mass index bmi guide early prevention target treatment obesity genetic datum million people african ancestry american ancestry east asian ancestry european ancestry south asian ancestry giant consortium inc develop ancestry specific multi ancestry pgss multi ancestry score explain bmi variation uk biobank participant european ancestry population range east asian americans rural ugandan alspac study child high pgss showed accelerate bmi gain age year adolescence early adiposity rebound add pgs predictor available birth nearly double explain variance bmi age onward example age age add pgs early life bmi improve prediction bmi age example age high pgss associate great adult weight gain intensive lifestyle intervention trial individual high pgss lose modestly weight year kg likely regain overall datum pgss potential improve obesity prediction particularly implement early life
"Human Metapneumovirus, Respiratory Syncytial Virus and Influenza Associated Pneumonia Hospitalizations in Colorado Adults Aged Over 50 Years: 2016-2023.","The objectives were to identify the frequency and risk factors for ICU admission and mortality associated with RSV, influenza, and HMPV pneumonia hospitalizations and to compare these rates with those admitted with other ARI caused by these viruses. This retrospective cohort study identified hospitalization encounters of adults' aged 50 to 88 years with RSV, influenza and HMPV pneumonia between 2016 and 2023 in the Colorado Hospital Association database., . Multivariate logistic regression was used to estimate the adjusted odds of ICU admission and mortality. Of 2210 hospitalized patients with RSV pneumonia, 780 (35%) were admitted to the ICU and 205 (9.3%) died. For Influenza pneumonia these figures were 7174, 2332 (32.5%) and 545 (7.6%) and HMPV pneumonia 1482, 408 (27.5%) and 88 (5.9%) respectively. Dementia has the highest odds for ICU admission in patients with RSV pneumonia aOR 4.2 (1.34, 13.18), for influenza pneumonia it was chronic pulmonary disease aOR 2.99 (2.45, 3.66) and for HMPV pneumonia it was COPD without asthma aOR 5.04 (2.92, 8.7). Increasing age was associated with increasing rates of mortality for RSV and influenza. Chronic pulmonary disease, and COPD itself had > 2 fold higher rates of mortality in patients with pneumonia for all three viruses while obesity, , diabetes and chronic renal disease didn't. Increasing numbers of comorbidities significantly increase ICU admission and mortality rates in all 3 groups. Pneumonia is a severe manifestation of ARI with RSV, influenza and HMPV with differing risk factors for ICU admission and mortality.",objective identify frequency risk factor icu admission mortality associate rsv influenza hmpv pneumonia hospitalization compare rate admit ari cause virus retrospective cohort study identify hospitalization encounter adult aged year rsv influenza hmpv pneumonia colorado hospital association database multivariate logistic regression estimate adjust odd icu admission mortality hospitalize patient rsv pneumonia admit icu die influenza pneumonia figure hmpv pneumonia respectively dementia high odd icu admission patient rsv pneumonia aor influenza pneumonia chronic pulmonary disease aor hmpv pneumonia copd asthma aor increase age associate increase rate mortality rsv influenza chronic pulmonary disease copd fold high rate mortality patient pneumonia virus obesity diabete chronic renal disease increase number comorbiditie significantly increase icu admission mortality rate group pneumonia severe manifestation ari rsv influenza hmpv differ risk factor icu admission mortality
"Prevalence of Medical Disorders During Pregnancy in India: A Comprehensive Observational Study to Assess the Prevalence of Hypertension, Diabetes, and Thyroid Disorders During Pregnancy in Indian Women.","Background Pregnancy is a critical period where maternal non-communicable diseases (NCDs) such as hypertensive disorders, gestational diabetes mellitus (GDM), and thyroid dysfunction significantly affect maternal and fetal outcomes. This study aimed to determine the prevalence and associated factors of these conditions among pregnant women in India. Methods A cross-sectional study was conducted among 300 pregnant women attending antenatal clinics at a tertiary care hospital. The participants were enrolled irrespective of gestational age. Known cases of pre-existing hypertension, diabetes, and thyroid disorders were excluded. Data were collected via structured questionnaires and clinical records, capturing demographics, obstetric history, lifestyle, diagnostic values, and the awareness of risk factors. Conditions were diagnosed based on standardized criteria (Diabetes in Pregnancy Study Group India {DIPSI} for GDM, blood pressure {BP} of ≥140/90 mmHg for hypertension, and trimester-specific thyroid-stimulating hormone {TSH} levels for thyroid dysfunction). Results The prevalence of GDM, hypertension, and thyroid dysfunction was 60 (20%), 48 (16%), and 36 (12%), respectively. GDM and hypertension were significantly more common in urban participants (p<0.05), and both were associated with higher body mass index (BMI). Thyroid dysfunction was frequently diagnosed in the first trimester (22, 61.1%). A significant upward trend in all three disorders was observed with increasing BMI. The awareness of risk factors was higher among educated women, correlating with earlier diagnosis. Conclusion This study highlights a substantial burden of NCDs among pregnant women, especially GDM and hypertension. Urbanization, obesity, and maternal age were key contributing factors. While structured screening and early antenatal registration are existing mandates, our findings underscore the need for targeted and scalable interventions beyond current protocols.",background pregnancy critical period maternal non communicable disease ncds hypertensive disorder gestational diabetes mellitus gdm thyroid dysfunction significantly affect maternal fetal outcome study aim determine prevalence associate factor condition pregnant woman india method cross sectional study conduct pregnant woman attend antenatal clinic tertiary care hospital participant enrol irrespective gestational age know case pre existing hypertension diabetes thyroid disorder exclude datum collect structured questionnaire clinical record capture demographic obstetric history lifestyle diagnostic value awareness risk factor condition diagnose base standardized criterion diabete pregnancy study group india dipsi gdm blood pressure bp mmhg hypertension trimester specific thyroid stimulate hormone tsh level thyroid dysfunction result prevalence gdm hypertension thyroid dysfunction respectively gdm hypertension significantly common urban participant associate high body mass index bmi thyroid dysfunction frequently diagnose trimester significant upward trend disorder observe increase bmi awareness risk factor high educate woman correlate early diagnosis conclusion study highlight substantial burden ncds pregnant woman especially gdm hypertension urbanization obesity maternal age key contributing factor structured screening early antenatal registration exist mandate finding underscore need targeted scalable intervention current protocol
Early Universal Screening with a Combination of Fasting Plasma Glucose and Glycated Haemoglobin is the Best Community Screening Strategy for Dysglycaemia in Indian Youth.,"Any intervention to reduce the incidence of diabetes needs to target the young population at the stage of early insulin resistance or prediabetes. There are no screening guidelines for dysglycaemia in non-obese youth. This study was designed to find the best screening investigation for dysglycaemia in community-dwelling youth. Using multistage sampling, community-dwelling non-obese subjects aged 18-30 years were assessed for diabetes using a 75 g oral glucose tolerance test [OGTT], fasting plasma glucose [FPG] and glycated haemoglobin (HbA1c) at a health facility near the participants' home. Diagnosis of dysglycaemia (diabetes and prediabetes) was made based on the American Diabetes Association (ADA) criteria. A total of 2540 participants from 74 family welfare centres with a mean age of 24.2 ± 3.5 years and 1292 female (50.8%) participants were included. Urban, rural, coastal and hilly regions contributed 661 (26%), 580 (22.8%), 656 (25.8%) and 643 (25.3%) participants, respectively, and 88.4% of participants came from the middle or lower middle class. Diabetes was detected in 59 (2.3%) and prediabetes in 568 (22.4%) of these young participants. The sensitivity of HbA1c with FPG in diagnosing diabetes mellitus (DM) and prediabetes was 87.87%, whereas the sensitivity of FPG and 2-h OGTT together was 44.2% (<i>P</i> < 0.001). The prevalence of dysglycaemia in non-obese Indian youth is alarmingly high. There is an urgent need to define screening strategies for dysglycaemia in this population. Based on this study, universal screening for dysglycaemia using HbA1c and FPG in early adulthood is recommended.",intervention reduce incidence diabetes need target young population stage early insulin resistance prediabete screening guideline dysglycaemia non obese youth study design find good screening investigation dysglycaemia community dwell youth multistage sampling community dwell non obese subject age year assess diabete g oral glucose tolerance test ogtt fast plasma glucose fpg glycate haemoglobin health facility near participant home diagnosis dysglycaemia diabete prediabete base american diabetes association ada criterion total participant family welfare centre mean age year female participant include urban rural coastal hilly region contribute participant respectively participant come middle low middle class diabetes detect prediabete young participant sensitivity fpg diagnose diabete mellitus dm prediabete sensitivity fpg h ogtt prevalence dysglycaemia non obese indian youth alarmingly high urgent need define screening strategy dysglycaemia population base study universal screening dysglycaemia fpg early adulthood recommend
Artificial Intelligence in the Management of Obesity.,"The prevalence of obesity has increased significantly in the last few years. Addressing obesity needs multifaceted strategy including prevention, accurate diagnosis, treatment of secondary causes, diet and exercise, behavioral changes and long term management. In addition it involves integration of multiple teams including endocrinologist, respiratory medicine, ENT, psychiatry, physiotherapy, diet, and bariatric surgeon. Artificial intelligence can help with each of these aspects by enabling predictive analysis, behavioral intervention in real time and improving patient outcome. There are certain challenges in integrating AI with patient management including ensuring data privacy and mitigating algorithm bias. But overall, it represents a promising tool to empower both the individual and the physician treating obesity.",prevalence obesity increase significantly year address obesity need multifaceted strategy include prevention accurate diagnosis treatment secondary cause diet exercise behavioral change long term management addition involve integration multiple team include endocrinologist respiratory medicine ent psychiatry physiotherapy diet bariatric surgeon artificial intelligence help aspect enable predictive analysis behavioral intervention real time improve patient outcome certain challenge integrate ai patient management include ensure datum privacy mitigate algorithm bias overall represent promising tool empower individual physician treat obesity
